integrated_code	L2	L1	endangered_aggregated_status	eth_status	cru_docs	cru_words	cru_floss_splchk	cru_watchtower	cru_udhr	in_omniglot	la_primary_texts_online	la_primary_texts_all	la_lang_descr_online	la_lang_descr_all	la_lex_res_online	la_lex_res_all	la_res_in_online	la_res_in_all	la_res_about_online	la_res_about_all	la_oth_res_in_online	la_oth_res_in_all	la_oth_res_about_online	la_oth_res_about_all	mac_input	mac_input_partial	microsoft_pack	win10_input_method	ubuntu_pack	ubuntu_input	office13_if_pack	office13_lp	firefox_lpack	firefox_dict	wals_samples_100	wals_samples_200	indi_blogs	indi_posts	indi_words	indi_users	indi_tweets	wp_articles	wp_total	wp_edits	wp_admins	wp_users	wp_active_users	wp_images	wp_depth	wp_inc	wp_real_articles	wp_adjusted_size	uriel_feats	on_bible_org	in_leipzig_corpora	find_bible_all_versions	treetagger	endangered_langspec	endangered_lex	seed_label
sch_____________A	0.0	10.1266711031	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
sck_____________A	0.0	15.0067570249	0	3			0	0	0	0			2.0	2.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
qvm_____________A	0.0	11.5353488381	5	5	5.0	181161.0	0	0	1	0	1.0	1.0	1.0	1.0	1.0	1.0							17.0	31.0	0	0	0	0	0	0	0	0	0	0	0	0														1	0.0	0.0	12.0	1	0	7.0	0	0	0	-
mnp_____________A	0.0	16.1480428244	0	5			0	0	0	0			3.0	3.0									4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														1	1.0	5506.47803	1.0	0	0	5.0	0	0	0	-
mnq_____________A	0.0	4.27666611902	7	6.5			0	0	0	0			1.0	1.0									7.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mnr_____________A	0.0	3.93182563272	8	8.0			0	0	0	0	59.0	202.0	2.0	3.0	1.0	2.0							5.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			58.0	0	0		0	0	1	-
mns_____________A	0.0	6.84694313959	0	7			0	0	0	1			3.0	3.0							1.0	1.0	13.0	13.0	0	0	0	0	0	0	0	0	0	0	0	0														1	1.0	6271.18874212	74.0	0	0		0	0	0	-
sca_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
mnu_____________A	0.0	4.45434729625	8	6.5			0	0	0	0			1.0	2.0	0.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mnv_____________A	0.0	8.38731227056	0	5			0	0	0	0	2.0	3.0	4.0	6.0	2.0	2.0							3.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	1	-
mnw_____________A	0.0	13.6541685826	0	5			0	0	0	0	1.0	1.0	5.0	5.0	2.0	3.0							10.0	12.0	0	0	0	0	0	0	0	0	0	0	0	0														1	0.0	0.0	67.0	0	0		0	0	1	-
mnh_____________A	0.0	11.0764726592	5	6.0			0	0	0	0			4.0	5.0	2.0	3.0							3.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	1	-
mni_____________A	0.0	14.2109260036	0	2			0	0	0	1	2.0	2.0	7.0	8.0									11.0	11.0	0	1	0	0	0	1	0	0	0	0	1	1														1	1.0	3529.77727432	267.0	0	0		0	0	1	-
mnj_____________A	0.0	8.3372288542	6	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mnk_____________A	0.0	14.1126485321	0	3	37.0	222833.0	0	0	0	1			8.0	8.0	1.0	1.0							9.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0														1	0.0	0.0	198.0	0	0	2.0	0	0	0	-
mnl_____________A	0.0	5.69204721844	7	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
mnm_____________A	0.0	5.60211882088	0	6.0			0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
mnn_____________A	0.0	10.3089859934	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
scu_____________A	0.0	7.68294316988	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mna_____________A	0.0	8.41205487329	0	4	404.0	350934.0	0	0	0	1	1.0	1.0	5.0	6.0	4.0	4.0							6.0	16.0	0	0	0	0	0	0	0	0	0	0	0	0														0			50.0	0	0	2.0	0	0	1	-
mnb_____________A	0.0	12.611541087	0	6.5	4.0	144892.0	0	0	0	0	20.0	20.0	6.0	9.0	1.0	6.0							5.0	19.0	0	0	0	0	0	0	0	0	0	0	0	0														0			223.0	0	0	2.0	0	0	1	-
mnc_____________A	0.0	3.31418600467	8	8.5	66.0	10917.0	0	0	0	1	1.0	1.0	7.0	8.0	1.0	2.0							14.0	15.0	0	0	0	0	0	0	0	0	0	0	0	0														1	16.0	289322.433553	231.0	0	0	1.0	0	0	0	-
mnd_____________A	0.0	1.60943791243	8	8.5			0	0	0	0			1.0	1.0							1.0	1.0	6.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mne_____________A	0.0	12.5353799898	0	6.0			0	0	0	0			1.0	1.0									3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mnf_____________A	0.0	10.4341452149	0	5	1.0	236712.0	0	0	0	0			5.0	6.0	2.0	2.0							10.0	35.0	0	0	0	0	0	0	0	0	0	0	0	0														0			173.0	0	0	2.0	0	0	0	-
mng_____________A	0.0	10.3089859934	0	6.0			0	0	0	0	1.0	3.0	2.0	4.0	1.0	4.0							5.0	11.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
zmj_____________A	0.0	3.04452243772	8	8.5			0	0	0	0	5.0	5.0	1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
smo_____________A	0.0	12.9318273742	0	1	574.0	592553.0	1	1	1	1	9.0	9.0	3.0	5.0	7.0	9.0							12.0	15.0	0	1	0	0	0	0	0	0	0	0	0	0	12.0	227.0	78454.0	74.0	15254.0	743.0	3675.0	36997.0	0.0	4357.0	12.0	0.0	157.0	0	53.0	444395.66458	69.0	1	1	4.0	0	0	1	-
zmh_____________A	0.0	1.09861228867	8	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmi_____________A	0.0	0.0	0	6.5			0	0	0	0			2.0	2.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmn_____________A	0.0	8.16365617617	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
qvj_____________A	0.0	10.3257114445	5	8.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	0	s
zml_____________A	0.0	2.77258872224	8	8.5			0	0	0	0	18.0	18.0	2.0	2.0	1.0	1.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			24.0	0	0		0	0	0	-
smn_____________A	0.0	5.72031177661	7	2	55.0	23945.0	0	0	0	1			1.0	1.0	1.0	1.0							4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0				5.0	454.0									0			0.0	0	0		0	0	0	-
zmb_____________A	0.0	11.6952553551	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmc_____________A	0.0	0.405465108108	8	10			0	0	0	0	10.0	10.0	3.0	3.0	1.0	1.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			51.0	0	0		0	0	0	-
zma_____________A	0.0	3.15700042115	8	8.5			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
zmf_____________A	0.0	9.03610602536	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smm_____________A	0.0	10.8197982842	0	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmd_____________A	0.0	2.97041446557	8	8.5			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
zme_____________A	0.0	0.405465108108	8	10			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
zmz_____________A	0.0	12.8006721613	0	5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmx_____________A	0.0	9.19227822916	0	6.5			0	0	0	0	1.0	1.0	4.0	4.0									7.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	-
zmy_____________A	0.0	3.02042488614	8	8.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
qve_____________A	0.0	12.2060776455	0	4	1.0	194889.0	0	0	0	0			1.0	1.0	1.0	1.0							4.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	1	0	7.0	0	0	0	-
zmrzmr0_________a	0.0	2.83321334406	8	8.5			0	0	0	0	17.0	17.0	4.0	4.0	1.0	1.0							5.0	6.0	0	0	0	0	0	0	0	0	0	0	0	1														0			239.0	0	0		0	0	0	-
zms_____________A	0.0	9.03610602536	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmp_____________A	0.0	12.0137068135	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmq_____________A	0.0	10.8376378487	0	6.0			0	0	0	0			2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			1.0	0	0		0	0	0	s
zmv_____________A	0.0	0.916290731874	8	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmw_____________A	0.0	9.30574145674	0	6.0			0	0	0	0			1.0	1.0	1.0	2.0							1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
zmt_____________A	0.0	3.40119738166	8	8.5			0	0	0	0	35.0	35.0	2.0	2.0	1.0	1.0					1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			24.0	0	0		0	0	0	-
zmu_____________A	0.0	0.405465108108	8	10			0	0	0	0			2.0	2.0	1.0	1.0							4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			32.0	0	0		0	0	0	-
smh_____________A	0.0	9.75701564864	5	8.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
pbu_____________A	0.0	16.8618409318	0	3			0	0	0	0	1.0	1.0	2.0	2.0							0.0	3.0	8.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	1.0	0	0	0	-
pbt_____________A	0.0	16.1932032162	0	1			0	0	0	0	1.0	1.0	4.0	4.0	1.0	1.0							3.0	5.0	0	0	0	0	0	1	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
pbv_____________A	0.0	12.4171476642	0	6.0			0	0	0	0			1.0	1.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
pbp_____________A	0.0	9.31807307178	5	6.0			0	0	0	0			2.0	2.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	-
pbs_____________A	0.0	8.37816098272	0	6.0	2.0	2223.0	0	0	0	0	4.0	6.0	10.0	10.0	3.0	3.0							13.0	17.0	0	0	0	0	0	0	0	0	0	0	0	0														0			34.0	0	0	1.0	0	0	0	-
pbr_____________A	0.0	11.4616426968	0	6.0			0	0	0	0			3.0	3.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			188.0	0	0		0	0	0	s
smc_____________A	0.0	4.39444915467	8	7			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
pby_____________A	0.0	4.61512051684	7	8.0			0	0	0	0			1.0	1.0	2.0	2.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
pbz_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
pbfpbe1_________a	0.0	7.60140233458	0	8.0			0	0	0	0			2.0	3.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
pbg_____________A	0.0	2.74084002393	8	8.5			0	0	0	0			2.0	2.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
pbfpbf0_________a	0.0	6.21660610108	0	7			0	0	0	0			2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
akepbc1_________a	0.0	8.45553053102	0	6.5	1.0	192924.0	0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	3.0	0	0	0	-
pbb_____________A	0.0	10.8356811607	5	6.5	3.0	2526.0	0	0	1	0	3.0	3.0	10.0	11.0	2.0	4.0							27.0	46.0	0	0	0	0	0	0	0	0	0	0	0	0														0			248.0	1	0	5.0	0	0	0	-
pbl_____________A	0.0	8.64672911277	6	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
pbo_____________A	0.0	11.8508323862	0	5			0	0	0	0			2.0	2.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
pbn_____________A	0.0	7.31421988742	9	6.0			0	0	0	0			1.0	1.0	0.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
pbi_____________A	0.0	10.3089859934	0	5	1.0	268293.0	0	0	0	0	0.0	1.0	4.0	6.0	2.0	2.0							9.0	17.0	0	0	0	0	0	0	0	0	0	0	0	0														0			207.0	0	0	2.0	0	0	0	-
pbh_____________A	0.0	8.05816906621	6	5			0	0	0	0	1.0	1.0	4.0	4.0									6.0	18.0	0	0	0	0	0	0	0	0	0	0	0	0														0			195.0	0	0		0	0	0	-
qvy_____________A	0.0	8.85380827498	6	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			15.0	0	0		0	0	1	s
qvz_____________A	0.0	9.21044036698	6	6.5	4.0	249412.0	0	0	0	0	1.0	1.0	2.0	2.0	2.0	2.0							5.0	11.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	1	0	7.0	0	0	0	-
xow_____________A	0.0	3.27714473299	8	8.5			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
qvw_____________A	0.0	12.4292201968	4	5	3.0	5143.0	0	0	0	0			1.0	1.0	1.0	1.0							16.0	25.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	1	0	6.0	0	0	0	-
haw_____________A	0.0	7.40701426638	7	2	475.0	179134.0	1	0	1	1	2.0	3.0	6.0	8.0	2.0	3.0					1.0	1.0	12.0	16.0	0	1	0	0	0	0	0	0	0	0	0	0	7.0	1085.0	113254.0	254.0	18940.0	2041.0	4751.0	72185.0	0.0	8067.0	19.0	0.0	27.0	0	34.0	246202.556651	255.0	0	0	7.0	0	0	1	-
xop_____________A	0.0	6.04737217905	7	6.0			0	0	0	0	8.0	8.0	1.0	1.0	3.0	3.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
qvp_____________A	0.0	5.15039723647	7	7			0	0	0	0			2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	0	s
xog_____________A	0.0	14.5382170262	0	5	2.0	10502.0	0	0	0	1			1.0	1.0	1.0	1.0							1.0	1.0	0	1	0	0	0	0	0	0	0	0	0	0														0			13.0	1	0	3.0	0	0	0	-
xod_____________A	0.0	8.21635833239	0	6.5			0	0	0	0			1.0	1.0	3.0	3.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xoc_____________A	0.0	0.0	0	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
xon_____________A	0.0	13.2788558844	0	5	1.0	215049.0	0	0	0	0	1.0	1.0	5.0	6.0	3.0	4.0							5.0	33.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	1	0	3.0	0	0	0	-
xoo_____________A	0.0	0.0	0	9			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
qvs_____________A	0.0	9.61587214453	6	6.5	3.0	129030.0	0	0	0	0	2.0	2.0	4.0	5.0	1.0	3.0							35.0	42.0	0	0	0	0	0	0	0	0	0	0	0	0														0			170.0	1	0	7.0	0	0	0	-
xok_____________A	0.0	6.24804287451	7	7			0	0	0	0	1.0	1.0	3.0	3.0									6.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0														0			176.0	0	0		0	0	0	-
xoi_____________A	0.0	5.78382518233	7	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vic_____________A	0.0	11.2450590916	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vif_____________A	0.0	9.30574145674	0	6.0	2.0	0.0	0	0	0	0			2.0	2.0	1.0	1.0							4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0				1.0	1.0									0			12.0	0	0		0	0	1	-
vig_____________A	0.0	8.98732181285	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			1.0	0	0		0	0	0	s
vid_____________A	0.0	10.1150644675	5	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	1	0	2.0	0	0	0	s
vie_____________A	0.0	18.0317486739	0	1	1766.0	2759176.0	1	1	1	1	26.0	26.0	6.0	20.0	157.0	172.0					317.0	424.0	94.0	171.0	0	0	0	1	1	1	0	1	1	1	1	1						1148284.0	3231707.0	24274551.0	23.0	508317.0	1356.0	21682.0	25.0	0	97310.0	1619226487.07	272.0	1	1	13.0	0	0	1	t
vin_____________A	0.0	9.21044036698	5	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vil_____________A	0.0	0.69314718056	9	10			0	0	0	0			2.0	2.0									21.0	21.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
vis_____________A	0.0	5.01727983681	7	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
viv_____________A	0.0	8.69968140099	0	5	284.0	324284.0	0	0	0	0	1.0	1.0	8.0	8.0	2.0	2.0							11.0	28.0	0	0	0	0	0	0	0	0	0	0	0	0														0			46.0	1	0	4.0	0	0	0	-
vit_____________A	0.0	0.0	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kld_____________A	0.0	2.63905732962	8	8.5	5.0	253.0	1	0	0	1			3.0	3.0	2.0	2.0							5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0				6.0	208.0									0			65.0	0	0		0	0	0	-
kle_____________A	0.0	10.2311172373	5	6.5			0	0	0	0			3.0	5.0	0.0	2.0							3.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0														0			202.0	0	0		0	0	1	s
klf_____________A	0.0	7.52050552247	7	7			0	0	0	0			1.0	1.0									2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
klg_____________A	0.0	11.3266079349	0	4			0	0	0	0	3.0	4.0	1.0	1.0	0.0	1.0							2.0	38.0	0	0	0	0	0	0	0	0	0	0	0	0														0			25.0	0	0		0	0	0	-
kla_____________A	0.0	0.405465108108	8	9			0	0	0	1	39.0	75.0	3.0	6.0	0.0	1.0							8.0	17.0	0	0	0	0	0	0	0	0	0	0	0	0														0			232.0	0	0		0	0	0	-
klb_____________A	0.0	2.86220088093	8	8.5			0	0	0	0	0.0	2.0	2.0	4.0									5.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0														1	0.0	0.0	54.0	0	0		0	0	0	-
klc_____________A	0.0	7.4289271948	7	5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kll_____________A	0.0	8.69968140099	0	5			0	0	0	0			3.0	3.0									9.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0														0			25.0	0	0		0	0	0	s
klm_____________A	0.0	6.15485809402	0	6.0			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			18.0	0	0		0	0	0	-
klo_____________A	0.0	5.30330490806	7	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
klh_____________A	0.0	5.30330490806	7	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kli_____________A	0.0	9.90353755129	0	6.0			0	0	0	0			1.0	1.0									5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
klj_____________A	0.0	10.6478267724	0	6.0			0	0	0	0			2.0	2.0									5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			65.0	0	0		0	0	0	s
klk_____________A	0.0	8.61631428228	6	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
klt_____________A	0.0	6.90875477932	0	6.0	23.0	21334.0	0	0	0	0	0.0	1.0	2.0	3.0	4.0	4.0							4.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	1	0	2.0	0	0	0	-
klu_____________A	0.0	12.313226053	0	5			0	0	0	0			3.0	5.0									3.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0														0			211.0	0	0	1.0	0	0	0	s
klv_____________A	0.0	7.00397413672	0	5	1.0	167.0	0	0	0	0	1.0	1.0	4.0	4.0	4.0	4.0							2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			14.0	1	0	5.0	0	0	1	-
klw_____________A	0.0	7.78364059622	0	5			0	0	0	0			1.0	2.0	0.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
klp_____________A	0.0	2.19722457734	8	8.5			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
klq_____________A	0.0	6.90875477932	0	5			0	0	0	0	1.0	1.0	4.0	5.0	4.0	5.0							2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			60.0	0	0		0	0	0	-
klr_____________A	0.0	9.50506012178	6	5			0	0	0	0	4.0	6.0	4.0	10.0	2.0	7.0							9.0	20.0	0	0	0	0	0	0	0	0	0	0	0	0														0			79.0	0	0		0	0	1	-
kls_____________A	0.0	8.48714627006	6	6.0			0	0	0	0			2.0	3.0	0.0	4.0							4.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0														1	0.0	0.0	12.0	0	0		0	0	0	-
klx_____________A	0.0	6.80350525761	0	5			0	0	0	0			4.0	4.0									3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kly_____________A	0.0	6.18826412308	7	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
klz_____________A	0.0	8.26898820951	0	6.0			0	0	0	0			1.0	1.0	4.0	4.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xud_____________A	0.0	0.405465108108	9	9			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xuf_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kzgxug1_________a	0.0	8.51739317142	0	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xua_____________A	0.0	7.62144011076	6	6.0			0	0	0	0			1.0	1.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
yxy_____________A	0.0	0.405465108108	9	10			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xub_____________A	0.0	9.96481780769	6	5			0	0	0	0			3.0	3.0							1.0	1.0	5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			187.0	0	0		0	0	0	s
yxu_____________A	0.0	0.0	0	9			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xul_____________A	0.0	0.405465108108	9	10			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
yxl_____________A	0.0	0.916290731874	9	8.5			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
yxm_____________A	0.0	0.405465108108	9	9			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
yxa_____________A	0.0	0.405465108108	9	10			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xun_____________A	0.0	0.405465108108	9	10			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xuj_____________A	0.0	10.4631319115	0	6.0			0	0	0	0	1.0	1.0	2.0	2.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	-
