	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20	status	stable	status_best	stable_best
gbz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ael_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gbx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gby_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btt_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btw_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
btv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bts_____________A	h	h	h	s	s	s	h	h	s	h	h	s	s	h	h	h	h	h	h	s	dead	-	dead	h
btr_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
bty_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
btx_____________A	h	s	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
btz_____________A	h	h	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
bte_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
btd_____________A	h	h	h	s	h	s	h	s	s	h	h	s	h	h	h	s	h	h	h	s	dead	-	dead	h
btg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bta_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btb_____________R	s	h	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	h	dead	-	dead	s
btm_____________A	h	h	h	s	h	s	h	s	s	h	h	s	h	h	h	s	h	h	h	s	dead	-	dead	h
btl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bto_____________A	h	h	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
btn_____________A	s	s	s	h	h	h	h	h	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
bti_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bth_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
btj_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
etr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ets_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
toctlp1_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlw_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
tlv_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
ett_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
etu_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	dead	-	dead	s
etz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlz_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
etx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlx_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
etb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
etc_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
tla_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tle_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
tld_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
eth_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlh_____________A	h	h	s	s	s	h	v	h	h	h	s	h	h	v	h	s	s	h	h	h	borderline	-	borderline	-
etn_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	s	h	dead	-	dead	s
eto_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
tlm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tll_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lgk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lgh_____________A	s	s	s	h	s	h	s	h	s	h	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lgi_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lgn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tsx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lgl_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lgm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lgb_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lga_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
lgg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lgz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lgr_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lgq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lgt_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lgu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
qwt_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
rbp_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
chqcvn2_________a	s	s	s	h	s	h	s	h	s	h	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
rbl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rbk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tsp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cvg_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
eur_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
rbb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
qwaqws1_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zgr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zgh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
zgm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zgn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zga_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zgb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pho_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phn_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
phm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pha_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
phv_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
phu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pht_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ofo_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
ofs_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
unn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ofu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xed_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xeg_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
xeb_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
xel_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xem_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xet_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
xeu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xep_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
xer_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xes_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wec_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wea_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
weg_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wed_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
wei_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
weh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
weo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wem_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wes_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wer_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wep_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
wew_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
weu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wet_____________A	h	s	h	s	s	s	s	s	s	s	s	s	h	h	s	s	s	s	s	h	dead	-	dead	s
nvo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nvm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nvh_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
mhn_____________A	s	s	s	h	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
mho_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhh_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
mhi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhg_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
mhd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mha_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhx_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	dead	-	dead	s
mhy_____________A	h	h	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
mhv_____________R	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
mhw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mht_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhr_____________A	v	h	v	s	h	v	v	v	v	v	tg	v	s	v	v	v	v	v	v	v	borderline	-	living	v
mhs_____________A	s	h	v	s	s	h	s	s	s	s	h	h	s	s	h	s	s	s	s	h	borderline	-	dead	s
mhp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mhq_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
vsv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
vsi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
vsl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
krz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kry_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
krr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krq_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
krv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krt_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kru_____________A	s	s	v	s	s	s	v	s	s	s	h	s	s	v	v	v	s	s	v	v	borderline	-	borderline	-
krj_____________A	h	h	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
krk_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
krh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kri_____________A	h	h	h	s	s	s	h	s	s	h	h	s	h	h	h	v	h	h	h	s	borderline	-	dead	h
krn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krl_____________A	h	h	h	v	h	h	h	h	s	h	h	h	h	h	h	v	h	h	h	v	borderline	-	dead	h
krm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krb_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
krc_____________A	v	h	v	s	v	h	v	v	v	v	v	v	h	v	v	v	v	v	v	v	borderline	-	living	v
kra_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
krf_____________A	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
krg_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
krd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kre_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yri_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yrk_____________A	h	h	h	h	h	h	h	h	v	h	h	h	h	h	h	v	h	h	h	h	borderline	-	dead	h
yrl_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	s	dead	-	dead	h
yrm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
yrn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yra_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yrb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yre_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yry_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
yrs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yrw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
inz_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
int_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
inp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ins_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
inl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
inm_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
inn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ino_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
inh_____________A	h	h	h	h	h	s	h	h	s	h	h	h	h	h	h	v	h	h	h	v	borderline	-	dead	h
inbinj1_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ind_____________A	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	living	tg	living	tg
ing_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ina_____________A	h	h	tg	v	h	h	v	v	h	h	v	h	h	h	h	h	h	h	h	h	borderline	-	borderline	-
inbinb0_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wxw_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hps_____________A	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	h	s	s	s	dead	-	dead	s
mch_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hpo_____________A	s	s	s	h	h	h	h	h	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
wxa_____________A	h	h	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
mcb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tmb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
eot_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
aln_____________A	h	s	h	h	h	s	h	h	s	h	h	s	h	h	s	h	h	h	h	s	dead	-	dead	h
tcq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
alo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
alh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pth_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
reb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cmo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cmn_____________A	h	v	v	v	h	tg	h	v	tg	h	v	tg	v	tg	h	v	h	h	tg	tg	borderline	-	dead	h
cmm_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
cml_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cmk_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
cmi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cmg_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
cme_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cma_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
reg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cmt_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
cms_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
